Product_Name,Brand,Category,Usage_Frequency,Price,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender,Packaging_Type,Ingredients,Cruelty_Free,Country_of_Origin,Price_IDR,combined_features,Image_URL
magic setting spray,bite beauty,face oil,daily,11.23,4.6,4167,50ml,normal,male,Tube,hyaluronic acid,True,Japan,168450.0,face oil normal daily hyaluronic acid,
super mascara,it cosmetics,concealer,occasional,20.81,3.6,1670,200ml,normal,male,Bottle,vitamin c,False,France,312150.0,concealer normal occasional vitamin c,
divine lip gloss,glossier,foundation,weekly,26.28,2.5,9756,50ml,combination,unisex,Tube,salicylic acid,False,South Korea,394200.0,foundation combination weekly salicylic acid,
super bb cream,tarte,cc cream,occasional,145.68,2.6,6375,150ml,sensitive,male,Tube,vitamin c,False,UK,2185200.0,cc cream sensitive occasional vitamin c,
ultra makeup remover,bobby brown,powder,occasional,18.54,2.7,8926,30ml,oily,male,Tube,retinol,True,USA,278100.0,powder oily occasional retinol,
super eyeliner,ilia beauty,lipstick,occasional,76.76,4.4,9170,50ml,normal,female,Tube,shea butter,False,Australia,1151400.0,lipstick normal occasional shea butter,
perfect lip liner,sisley,cc cream,daily,78.62,1.8,5826,50ml,combination,unisex,Bottle,salicylic acid,True,UK,1179300.0,cc cream combination daily salicylic acid,
divine setting spray,laura mercier,foundation,daily,43.96,3.6,521,150ml,dry,female,Stick,vitamin c,True,USA,659400.0,foundation dry daily vitamin c,
divine bronzer,urban decay,moisturizer,daily,109.44,2.0,1120,150ml,dry,unisex,Stick,retinol,False,Japan,1641600.0,moisturizer dry daily retinol,
ultra foundation,pat mcgrath labs,contour,occasional,143.33,1.7,4572,100ml,oily,unisex,Spray,vitamin c,True,France,2149950.0,contour oily occasional vitamin c,
divine makeup remover,rare beauty,face mask,daily,92.45,1.5,2537,50ml,sensitive,male,Compact,glycerin,False,France,1386750.0,face mask sensitive daily glycerin,
ultra blush,tarte,moisturizer,monthly,60.91,4.7,9669,250ml,dry,male,Stick,hyaluronic acid,True,South Korea,913650.0,moisturizer dry monthly hyaluronic acid,
perfect blush,rms beauty,moisturizer,daily,118.21,4.4,6086,150ml,oily,male,Tube,retinol,False,USA,1773150.0,moisturizer oily daily retinol,
perfect exfoliator,kylie cosmetics,foundation,daily,81.28,3.1,4126,150ml,combination,unisex,Compact,shea butter,True,Japan,1219200.0,foundation combination daily shea butter,
perfect highlighter,bite beauty,blush,daily,30.79,3.4,5939,150ml,dry,female,Spray,shea butter,True,Japan,461850.0,blush dry daily shea butter,
divine moisturizer,danessa myricks,exfoliator,occasional,40.64,4.9,6358,150ml,oily,female,Tube,aloe vera,True,Australia,609600.0,exfoliator oily occasional aloe vera,
super moisturizer,hourglass,cleanser,occasional,108.34,4.1,5468,30ml,normal,male,Tube,vitamin c,True,USA,1625100.0,cleanser normal occasional vitamin c,
divine powder,kiehl’s,highlighter,monthly,20.48,1.3,9649,50ml,sensitive,female,Bottle,shea butter,True,USA,307200.0,highlighter sensitive monthly shea butter,
super face mask,drunk elephant,bb cream,occasional,29.27,4.6,6470,50ml,sensitive,male,Tube,shea butter,False,South Korea,439050.0,bb cream sensitive occasional shea butter,
ultra bb cream,huda beauty,foundation,monthly,14.92,1.2,2413,200ml,normal,female,Tube,vitamin c,True,UK,223800.0,foundation normal monthly vitamin c,
magic powder,it cosmetics,bb cream,monthly,68.28,4.1,7465,100ml,sensitive,male,Jar,shea butter,False,Italy,1024200.0,bb cream sensitive monthly shea butter,
super foundation,bite beauty,cleanser,monthly,61.56,1.9,1834,100ml,dry,male,Compact,shea butter,False,Germany,923400.0,cleanser dry monthly shea butter,
super bronzer,tatcha,highlighter,daily,20.51,1.6,2355,200ml,dry,female,Bottle,shea butter,False,Germany,307650.0,highlighter dry daily shea butter,
divine face mask,shiseido,eye shadow,weekly,37.92,4.5,5276,200ml,combination,male,Stick,glycerin,False,Australia,568800.0,eye shadow combination weekly glycerin,
perfect lipstick,ilia beauty,eye shadow,daily,95.5,2.8,9436,30ml,combination,female,Bottle,vitamin c,False,USA,1432500.0,eye shadow combination daily vitamin c,
perfect cleanser,e.l.f.,bronzer,monthly,136.51,3.9,5089,250ml,normal,male,Jar,hyaluronic acid,False,Germany,2047649.9999999998,bronzer normal monthly hyaluronic acid,
super contour,rare beauty,lipstick,daily,25.1,2.2,8512,150ml,normal,male,Spray,aloe vera,False,France,376500.0,lipstick normal daily aloe vera,
perfect eyeliner,it cosmetics,serum,monthly,23.46,1.8,1745,50ml,dry,unisex,Compact,shea butter,False,UK,351900.0,serum dry monthly shea butter,
ultra primer,make up for ever,bronzer,weekly,129.3,3.7,2982,50ml,oily,male,Bottle,glycerin,True,UK,1939500.0000000002,bronzer oily weekly glycerin,
super bronzer,natasha denona,face oil,occasional,109.2,2.5,1488,200ml,dry,male,Spray,salicylic acid,False,USA,1638000.0,face oil dry occasional salicylic acid,
super face mask,too faced,bb cream,occasional,64.54,3.3,1941,100ml,sensitive,male,Compact,vitamin c,False,Japan,968100.0000000001,bb cream sensitive occasional vitamin c,
magic mascara,kylie cosmetics,concealer,daily,65.64,3.2,5977,250ml,combination,unisex,Stick,glycerin,True,USA,984600.0,concealer combination daily glycerin,
divine face mask,anastasia beverly hills,concealer,daily,67.4,3.1,7298,200ml,normal,female,Bottle,hyaluronic acid,True,UK,1011000.0000000001,concealer normal daily hyaluronic acid,
perfect eye shadow,pat mcgrath labs,eye shadow,monthly,76.49,3.0,7180,30ml,sensitive,female,Bottle,shea butter,True,Australia,1147350.0,eye shadow sensitive monthly shea butter,
divine mascara,milk makeup,highlighter,monthly,48.25,3.0,910,200ml,combination,unisex,Compact,vitamin c,False,Australia,723750.0,highlighter combination monthly vitamin c,
perfect makeup remover,shiseido,bronzer,daily,102.02,2.8,2495,30ml,dry,female,Bottle,glycerin,True,South Korea,1530300.0,bronzer dry daily glycerin,
super bronzer,bobby brown,bb cream,occasional,132.13,3.9,4902,50ml,sensitive,female,Spray,vitamin c,True,France,1981950.0,bb cream sensitive occasional vitamin c,
super bb cream,kiehl’s,bb cream,weekly,131.21,4.8,3407,150ml,oily,unisex,Stick,hyaluronic acid,True,Australia,1968150.0000000002,bb cream oily weekly hyaluronic acid,
magic contour,charlotte tilbury,concealer,weekly,146.67,1.2,2640,100ml,normal,female,Bottle,retinol,False,USA,2200050.0,concealer normal weekly retinol,
perfect cleanser,natasha denona,contour,weekly,61.63,2.8,4512,30ml,oily,male,Spray,retinol,True,Italy,924450.0,contour oily weekly retinol,
super primer,ilia beauty,concealer,occasional,87.85,4.7,2695,250ml,dry,male,Compact,aloe vera,True,South Korea,1317750.0,concealer dry occasional aloe vera,
super blush,farsali,blush,weekly,114.96,2.9,3125,50ml,normal,unisex,Spray,retinol,True,Australia,1724400.0,blush normal weekly retinol,
perfect cc cream,milk makeup,primer,daily,94.62,3.7,411,150ml,combination,unisex,Spray,shea butter,True,USA,1419300.0,primer combination daily shea butter,
magic lipstick,juvia’s place,mascara,occasional,29.02,1.9,6336,30ml,dry,female,Compact,salicylic acid,True,South Korea,435300.0,mascara dry occasional salicylic acid,
super eye shadow,morphe,makeup remover,occasional,11.35,4.3,1832,150ml,combination,unisex,Tube,glycerin,True,France,170250.0,makeup remover combination occasional glycerin,
divine primer,too faced,lip liner,occasional,109.61,1.5,8703,30ml,normal,female,Bottle,vitamin c,False,UK,1644150.0,lip liner normal occasional vitamin c,
perfect lip gloss,laura mercier,eye shadow,daily,102.17,4.9,975,30ml,sensitive,unisex,Spray,glycerin,False,UK,1532550.0,eye shadow sensitive daily glycerin,
divine eye shadow,glossier,face mask,occasional,48.17,2.0,4649,50ml,combination,female,Spray,shea butter,True,Australia,722550.0,face mask combination occasional shea butter,
divine makeup remover,natasha denona,lip gloss,occasional,66.41,2.4,5349,250ml,normal,unisex,Spray,salicylic acid,True,Australia,996150.0,lip gloss normal occasional salicylic acid,
super lip gloss,clinique,face mask,occasional,114.44,3.4,7598,30ml,dry,unisex,Jar,shea butter,True,Italy,1716600.0,face mask dry occasional shea butter,
magic mascara,colourpop,eyeliner,weekly,100.63,1.9,9162,50ml,dry,unisex,Jar,retinol,False,Germany,1509450.0,eyeliner dry weekly retinol,
perfect face mask,kiehl’s,primer,monthly,36.59,1.1,1894,100ml,sensitive,female,Bottle,salicylic acid,True,South Korea,548850.0,primer sensitive monthly salicylic acid,
super cleanser,bobby brown,foundation,weekly,108.87,3.9,4302,30ml,dry,unisex,Jar,retinol,True,Germany,1633050.0,foundation dry weekly retinol,
divine bronzer,morphe,face mask,monthly,88.67,1.6,5027,200ml,oily,female,Compact,vitamin c,True,Japan,1330050.0,face mask oily monthly vitamin c,
ultra eyeliner,becca,foundation,daily,64.89,4.4,1661,150ml,normal,female,Bottle,aloe vera,False,Italy,973350.0,foundation normal daily aloe vera,
magic contour,rms beauty,contour,monthly,134.67,2.0,8034,30ml,combination,female,Stick,glycerin,False,UK,2020049.9999999998,contour combination monthly glycerin,
super concealer,tatcha,eyeliner,monthly,102.08,1.9,5770,150ml,sensitive,male,Compact,retinol,False,USA,1531200.0,eyeliner sensitive monthly retinol,
magic lipstick,pat mcgrath labs,primer,occasional,21.46,3.9,7649,30ml,normal,female,Tube,hyaluronic acid,False,France,321900.0,primer normal occasional hyaluronic acid,
super eye shadow,glossier,eye shadow,weekly,101.71,1.4,1922,30ml,oily,female,Jar,glycerin,True,USA,1525650.0,eye shadow oily weekly glycerin,
magic cc cream,tarte,exfoliator,daily,147.38,3.4,6859,250ml,oily,female,Bottle,hyaluronic acid,False,Australia,2210700.0,exfoliator oily daily hyaluronic acid,
super lipstick,kiehl’s,lipstick,weekly,17.75,1.0,4449,150ml,combination,male,Spray,shea butter,True,USA,266250.0,lipstick combination weekly shea butter,
super exfoliator,bourjois,mascara,occasional,87.78,3.5,1968,100ml,dry,unisex,Bottle,hyaluronic acid,False,South Korea,1316700.0,mascara dry occasional hyaluronic acid,
ultra eyeliner,huda beauty,makeup remover,monthly,37.14,2.6,1199,200ml,oily,female,Tube,glycerin,True,Italy,557100.0,makeup remover oily monthly glycerin,
super eyeliner,huda beauty,lip gloss,monthly,47.92,3.9,5738,100ml,dry,female,Bottle,hyaluronic acid,False,USA,718800.0,lip gloss dry monthly hyaluronic acid,
ultra concealer,pat mcgrath labs,powder,occasional,23.14,4.2,858,100ml,sensitive,male,Bottle,glycerin,False,Japan,347100.0,powder sensitive occasional glycerin,
divine exfoliator,drunk elephant,contour,weekly,137.47,3.0,6326,100ml,normal,unisex,Compact,retinol,True,Japan,2062050.0,contour normal weekly retinol,
super lipstick,too faced,cc cream,daily,106.31,2.4,5662,30ml,dry,male,Bottle,aloe vera,False,France,1594650.0,cc cream dry daily aloe vera,
ultra makeup remover,farsali,cc cream,weekly,122.33,1.0,5385,30ml,sensitive,unisex,Bottle,hyaluronic acid,True,Italy,1834950.0,cc cream sensitive weekly hyaluronic acid,
divine face mask,it cosmetics,exfoliator,daily,146.49,1.7,4274,100ml,combination,male,Jar,retinol,True,USA,2197350.0,exfoliator combination daily retinol,
ultra cc cream,it cosmetics,contour,occasional,50.03,3.5,3431,100ml,dry,female,Bottle,vitamin c,False,UK,750450.0,contour dry occasional vitamin c,
magic lip liner,sisley,bb cream,occasional,119.32,1.0,5007,250ml,sensitive,female,Spray,hyaluronic acid,False,Japan,1789800.0,bb cream sensitive occasional hyaluronic acid,
perfect contour,kiehl’s,lip liner,monthly,125.55,4.0,4567,30ml,oily,male,Tube,glycerin,True,South Korea,1883250.0,lip liner oily monthly glycerin,
divine bronzer,ilia beauty,highlighter,weekly,118.32,1.5,630,50ml,oily,unisex,Stick,aloe vera,False,USA,1774800.0,highlighter oily weekly aloe vera,
ultra primer,huda beauty,cleanser,occasional,146.99,3.3,6587,100ml,oily,female,Stick,shea butter,True,France,2204850.0,cleanser oily occasional shea butter,
divine highlighter,huda beauty,makeup remover,weekly,93.48,3.8,8885,250ml,combination,female,Jar,vitamin c,True,South Korea,1402200.0,makeup remover combination weekly vitamin c,
perfect concealer,too faced,makeup remover,monthly,68.31,3.2,1504,150ml,oily,female,Bottle,vitamin c,False,Italy,1024650.0,makeup remover oily monthly vitamin c,
divine lip gloss,becca,eye shadow,monthly,126.69,4.2,5226,150ml,normal,male,Spray,aloe vera,False,South Korea,1900350.0,eye shadow normal monthly aloe vera,
super primer,nars,makeup remover,weekly,146.46,2.9,7395,200ml,oily,unisex,Compact,salicylic acid,False,USA,2196900.0,makeup remover oily weekly salicylic acid,
divine eyeliner,juvia’s place,setting spray,weekly,104.04,2.5,5534,30ml,combination,male,Stick,shea butter,True,South Korea,1560600.0,setting spray combination weekly shea butter,
ultra cc cream,urban decay,cleanser,daily,137.56,5.0,9599,250ml,combination,male,Compact,salicylic acid,True,USA,2063400.0,cleanser combination daily salicylic acid,
perfect face mask,tarte,foundation,monthly,46.03,3.8,7353,50ml,dry,unisex,Tube,shea butter,True,Italy,690450.0,foundation dry monthly shea butter,
super eye shadow,yves saint laurent,cc cream,weekly,110.19,4.2,7497,200ml,combination,unisex,Tube,retinol,True,Italy,1652850.0,cc cream combination weekly retinol,
ultra eye shadow,morphe,contour,daily,11.28,3.2,2852,150ml,combination,female,Compact,shea butter,True,South Korea,169200.0,contour combination daily shea butter,
magic exfoliator,becca,primer,weekly,51.62,3.5,6373,250ml,normal,female,Stick,retinol,False,USA,774300.0,primer normal weekly retinol,
super lip liner,laura mercier,face oil,daily,117.14,3.8,5619,200ml,sensitive,female,Tube,aloe vera,True,Italy,1757100.0,face oil sensitive daily aloe vera,
ultra moisturizer,fenty beauty,primer,occasional,13.77,2.2,2374,30ml,dry,male,Bottle,glycerin,True,Italy,206550.0,primer dry occasional glycerin,
magic foundation,kylie cosmetics,highlighter,occasional,103.62,2.0,2429,100ml,sensitive,unisex,Bottle,retinol,False,UK,1554300.0,highlighter sensitive occasional retinol,
magic highlighter,milk makeup,lipstick,monthly,133.46,4.8,2560,100ml,normal,female,Bottle,retinol,True,Italy,2001900.0000000002,lipstick normal monthly retinol,
ultra cc cream,rms beauty,exfoliator,occasional,125.88,1.0,2872,30ml,combination,unisex,Tube,glycerin,False,France,1888200.0,exfoliator combination occasional glycerin,
ultra bronzer,juvia’s place,cleanser,monthly,75.4,1.5,2227,250ml,combination,female,Compact,shea butter,True,UK,1131000.0,cleanser combination monthly shea butter,
super foundation,it cosmetics,bb cream,occasional,125.18,2.9,4866,200ml,combination,unisex,Tube,salicylic acid,True,Japan,1877700.0,bb cream combination occasional salicylic acid,
super primer,bobby brown,setting spray,weekly,56.51,3.1,6273,100ml,dry,male,Stick,vitamin c,True,Japan,847650.0,setting spray dry weekly vitamin c,
perfect highlighter,clinique,concealer,monthly,28.41,2.2,6426,30ml,combination,female,Stick,vitamin c,False,South Korea,426150.0,concealer combination monthly vitamin c,
perfect blush,rare beauty,concealer,occasional,129.93,2.2,9261,100ml,oily,female,Tube,salicylic acid,True,Japan,1948950.0,concealer oily occasional salicylic acid,
divine setting spray,bobby brown,cc cream,monthly,101.35,2.1,6392,250ml,normal,unisex,Jar,glycerin,False,USA,1520250.0,cc cream normal monthly glycerin,
divine serum,charlotte tilbury,serum,daily,28.2,4.3,5789,200ml,sensitive,unisex,Stick,aloe vera,False,South Korea,423000.0,serum sensitive daily aloe vera,
magic eye shadow,yves saint laurent,setting spray,occasional,74.41,2.7,4647,200ml,sensitive,male,Tube,hyaluronic acid,True,Italy,1116150.0,setting spray sensitive occasional hyaluronic acid,
perfect lip liner,e.l.f.,blush,daily,96.05,3.4,3342,50ml,normal,unisex,Spray,salicylic acid,False,Japan,1440750.0,blush normal daily salicylic acid,
super primer,morphe,setting spray,occasional,97.39,4.1,9584,50ml,normal,unisex,Tube,salicylic acid,True,Australia,1460850.0,setting spray normal occasional salicylic acid,
ultra bb cream,morphe,moisturizer,monthly,45.61,3.2,6396,100ml,combination,male,Spray,shea butter,False,Australia,684150.0,moisturizer combination monthly shea butter,
super powder,fenty beauty,mascara,weekly,51.66,4.6,8506,200ml,combination,female,Stick,retinol,True,USA,774900.0,mascara combination weekly retinol,
divine makeup remover,bite beauty,serum,occasional,46.64,3.4,2665,200ml,oily,unisex,Tube,retinol,False,Japan,699600.0,serum oily occasional retinol,
divine blush,glossier,primer,weekly,38.01,4.6,7444,250ml,sensitive,unisex,Tube,salicylic acid,False,Australia,570150.0,primer sensitive weekly salicylic acid,
magic bronzer,morphe,contour,daily,119.1,4.7,9683,30ml,normal,female,Tube,salicylic acid,False,USA,1786500.0,contour normal daily salicylic acid,
perfect cc cream,shiseido,moisturizer,weekly,30.08,1.5,6101,200ml,normal,male,Jar,salicylic acid,True,France,451200.0,moisturizer normal weekly salicylic acid,
magic bb cream,too faced,blush,daily,52.8,3.1,8838,50ml,sensitive,male,Jar,aloe vera,True,South Korea,792000.0,blush sensitive daily aloe vera,
super foundation,natasha denona,exfoliator,daily,143.24,3.5,1827,50ml,oily,female,Tube,vitamin c,False,South Korea,2148600.0,exfoliator oily daily vitamin c,
perfect highlighter,yves saint laurent,serum,weekly,56.77,3.3,2947,50ml,oily,unisex,Compact,shea butter,True,France,851550.0,serum oily weekly shea butter,
divine eye shadow,bite beauty,serum,daily,48.06,1.5,1373,50ml,dry,female,Tube,aloe vera,False,South Korea,720900.0,serum dry daily aloe vera,
divine highlighter,charlotte tilbury,concealer,monthly,42.09,3.1,8544,30ml,oily,male,Tube,retinol,False,Japan,631350.0,concealer oily monthly retinol,
super cc cream,pat mcgrath labs,face oil,weekly,107.6,1.4,4448,200ml,oily,female,Stick,hyaluronic acid,False,Japan,1614000.0,face oil oily weekly hyaluronic acid,
